"Time";"mlk-georgia-cam-3";"mlk-georgia-cam-1";"mlk-houston-cam-1";"mlk-lindsay-cam-2";"mlk-douglas-cam-1";"mlk-central-cam-2";"mlk-peeples-cam-3";"mlk-douglas-cam-2";"mlk-peeples-cam-1";"mlk-magnolia-cam-2"
"2019-03-25 20:50:00";0;0;0;0;0;112;85;83;59;51
"2019-03-25 21:00:00";0;0;0;0;0;170;64;65;47;62
"2019-03-25 21:10:00";0;0;0;0;0;169;100;109;70;64
"2019-03-25 21:20:00";0;0;0;0;0;184;77;84;42;39
"2019-03-25 21:30:00";0;0;0;0;0;139;77;99;67;50
"2019-03-25 21:40:00";0;0;0;0;0;158;76;99;61;62
"2019-03-25 21:50:00";0;0;0;0;0;125;67;84;60;62
"2019-03-25 22:00:00";0;0;0;0;0;134;98;81;73;69
"2019-03-25 22:10:00";0;0;0;0;0;150;74;86;44;57
"2019-03-25 22:20:00";0;0;0;0;0;111;59;64;43;44
"2019-03-25 22:30:00";0;0;0;0;0;109;43;77;36;32
"2019-03-25 22:40:00";0;0;0;0;0;128;85;63;64;57
"2019-03-25 22:50:00";0;0;0;0;0;101;66;78;42;40
"2019-03-25 23:00:00";0;0;0;0;0;130;66;76;52;45
"2019-03-25 23:10:00";0;0;0;0;0;127;72;76;44;49
"2019-03-25 23:20:00";0;0;0;0;0;95;43;55;37;35
"2019-03-25 23:30:00";0;0;0;0;0;90;41;38;22;29
"2019-03-25 23:40:00";0;0;0;0;0;66;43;45;33;25
"2019-03-25 23:50:00";0;0;0;0;0;71;50;31;24;14
"2019-03-26 00:00:00";0;0;0;0;0;51;51;49;27;19
"2019-03-26 00:10:00";0;0;0;0;0;47;7;23;8;14
"2019-03-26 00:20:00";0;0;0;0;0;71;34;29;15;13
"2019-03-26 00:30:00";0;0;0;0;0;60;36;34;19;16
"2019-03-26 00:40:00";0;0;0;0;0;94;37;35;21;25
"2019-03-26 00:50:00";0;0;0;0;0;75;36;28;16;16
"2019-03-26 01:00:00";0;0;0;0;0;56;38;28;21;23
"2019-03-26 01:10:00";0;0;0;0;0;51;19;26;15;9
"2019-03-26 01:20:00";0;0;0;0;0;44;29;10;10;11
"2019-03-26 01:30:00";0;0;0;0;0;48;33;11;17;10
"2019-03-26 01:40:00";0;0;0;0;0;22;5;10;6;8
"2019-03-26 01:50:00";0;0;0;0;0;35;16;16;6;5
"2019-03-26 02:00:00";0;0;0;0;0;21;13;14;14;3
"2019-03-26 02:10:00";0;0;0;0;0;17;5;6;3;4
"2019-03-26 02:20:00";0;0;0;0;0;9;8;11;7;10
"2019-03-26 02:30:00";0;0;0;0;0;9;7;12;2;2
"2019-03-26 02:40:00";0;0;0;0;0;12;13;7;5;5
"2019-03-26 02:50:00";0;0;0;0;0;20;9;7;8;8
"2019-03-26 03:00:00";0;0;0;0;0;14;15;6;8;8
"2019-03-26 03:10:00";0;0;0;0;0;21;6;1;4;9
"2019-03-26 03:20:00";0;0;0;0;0;24;3;5;2;5
"2019-03-26 03:30:00";0;0;0;0;0;27;15;14;10;8
"2019-03-26 03:40:00";0;0;0;0;0;7;6;9;4;7
"2019-03-26 03:50:00";0;0;0;0;0;11;16;8;2;0
"2019-03-26 04:00:00";0;0;0;0;0;18;18;5;8;3
"2019-03-26 04:10:00";0;0;0;0;0;13;0;3;0;3
"2019-03-26 04:20:00";0;0;0;0;0;28;3;9;1;5
"2019-03-26 04:30:00";0;0;0;0;0;19;9;9;8;14
"2019-03-26 04:40:00";0;0;0;0;0;33;17;19;8;12
"2019-03-26 04:50:00";0;0;0;0;0;28;13;11;6;4
"2019-03-26 05:00:00";0;0;0;0;0;64;30;13;8;14
"2019-03-26 05:10:00";0;0;0;0;0;68;19;16;10;10
"2019-03-26 05:20:00";0;0;0;0;0;76;21;12;15;16
"2019-03-26 05:30:00";0;0;0;0;0;112;14;19;21;15
"2019-03-26 05:40:00";0;0;0;0;0;159;18;20;15;16
"2019-03-26 05:50:00";0;0;0;0;0;156;26;30;13;12
"2019-03-26 06:00:00";0;0;0;0;0;159;34;24;29;25
"2019-03-26 06:10:00";0;0;0;0;0;199;39;42;28;33
"2019-03-26 06:20:00";0;0;0;0;0;219;58;54;56;40
"2019-03-26 06:30:00";0;0;0;0;0;216;60;53;40;33
"2019-03-26 06:40:00";0;0;0;0;0;297;68;82;43;35
"2019-03-26 06:50:00";0;0;0;0;0;307;139;111;101;64
"2019-03-26 07:00:00";0;0;0;0;0;297;84;70;55;51
"2019-03-26 07:10:00";0;0;0;0;0;377;126;134;107;82
"2019-03-26 07:20:00";0;0;0;0;0;498;242;194;187;176
"2019-03-26 07:30:00";0;0;0;0;0;545;280;225;174;193
"2019-03-26 07:40:00";0;0;0;0;0;646;328;265;189;194
"2019-03-26 07:50:00";0;0;0;0;0;687;398;305;236;183
"2019-03-26 08:00:00";0;0;0;0;0;686;349;275;199;207
"2019-03-26 08:10:00";0;0;0;0;0;541;333;229;200;183
"2019-03-26 08:20:00";0;0;0;0;0;518;294;269;190;151
"2019-03-26 08:30:00";0;0;0;0;0;533;289;226;170;149
"2019-03-26 08:40:00";0;0;0;0;0;526;314;224;202;158
"2019-03-26 08:50:00";0;0;0;0;0;522;348;279;218;147
"2019-03-26 09:00:00";0;0;0;0;0;665;395;369;285;152
"2019-03-26 09:10:00";0;0;0;0;0;510;382;329;219;122
"2019-03-26 09:20:00";0;0;0;0;0;416;241;236;160;121
"2019-03-26 09:30:00";0;0;0;0;0;380;250;214;183;166
"2019-03-26 09:40:00";0;0;0;0;0;358;240;221;190;112
"2019-03-26 09:50:00";0;0;0;0;0;460;307;218;218;125
"2019-03-26 10:00:00";0;0;0;0;0;368;199;184;155;129
"2019-03-26 10:10:00";0;0;0;0;0;359;227;195;146;111
"2019-03-26 10:20:00";0;0;0;0;0;318;208;184;156;110
"2019-03-26 10:30:00";0;0;0;0;0;419;293;285;199;123
"2019-03-26 10:40:00";0;0;0;0;0;431;318;325;206;146
"2019-03-26 10:50:00";0;0;0;0;0;393;285;289;188;91
"2019-03-26 11:00:00";0;0;0;0;0;327;226;172;134;84
"2019-03-26 11:10:00";0;0;0;0;0;436;254;229;165;126
"2019-03-26 11:20:00";0;0;0;0;0;478;313;263;209;127
"2019-03-26 11:30:00";0;0;0;0;0;393;281;206;211;120
"2019-03-26 11:40:00";0;0;0;0;0;463;291;261;172;167
"2019-03-26 11:50:00";0;0;0;0;0;490;334;272;192;173
"2019-03-26 12:00:00";17;15;16;7;12;481;322;309;194;122
"2019-03-26 12:10:00";438;395;198;218;263;327;332;279;199;73
"2019-03-26 12:20:00";454;341;225;251;205;409;279;211;147;67
"2019-03-26 12:30:00";388;312;269;225;256;423;301;289;164;73
"2019-03-26 12:40:00";397;283;241;300;243;453;322;289;232;89
"2019-03-26 12:50:00";312;218;238;272;346;481;296;339;222;78
"2019-03-26 13:00:00";327;158;291;296;361;439;302;290;227;76
"2019-03-26 13:10:00";430;315;222;226;205;478;313;222;226;107
"2019-03-26 13:20:00";416;340;195;181;151;435;256;128;144;77
"2019-03-26 13:30:00";380;355;223;121;153;432;283;173;164;87
"2019-03-26 13:40:00";302;276;183;103;195;460;298;192;195;60
"2019-03-26 13:50:00";308;252;176;108;179;425;210;224;136;22
"2019-03-26 14:00:00";291;210;157;142;205;497;257;220;165;50
"2019-03-26 14:10:00";280;170;152;131;221;437;189;269;167;61
"2019-03-26 14:20:00";292;170;184;129;234;537;276;126;202;105
"2019-03-26 14:30:00";263;162;175;159;315;459;278;0;191;80
"2019-03-26 14:40:00";285;172;188;155;387;358;283;0;180;95
"2019-03-26 14:50:00";445;381;241;177;378;333;303;0;190;159
"2019-03-26 15:00:00";460;500;204;148;213;376;294;0;210;149
"2019-03-26 15:10:00";455;448;195;146;220;400;367;0;205;169
"2019-03-26 15:20:00";447;363;205;155;206;310;211;33;97;59
"2019-03-26 15:30:00";359;324;259;112;129;438;254;170;144;85
"2019-03-26 15:40:00";397;324;266;142;158;496;267;162;136;51
"2019-03-26 15:50:00";342;275;243;93;159;533;241;144;101;52
"2019-03-26 16:00:00";310;240;265;128;181;567;279;138;88;50
"2019-03-26 16:10:00";328;270;307;177;247;697;307;227;92;71
"2019-03-26 16:20:00";220;158;277;139;210;685;293;206;109;88
"2019-03-26 16:30:00";187;181;377;218;347;686;375;260;147;110
"2019-03-26 16:40:00";305;225;345;190;223;688;310;139;138;160
"2019-03-26 16:50:00";376;310;301;241;193;668;335;137;87;89
"2019-03-26 17:00:00";378;313;324;205;292;707;343;194;102;142
"2019-03-26 17:10:00";575;465;449;301;370;490;298;284;117;113
"2019-03-26 17:20:00";508;478;377;291;364;451;297;227;118;199
"2019-03-26 17:30:00";402;312;349;232;277;410;234;223;115;132
"2019-03-26 17:40:00";383;261;309;177;238;402;216;191;53;41
"2019-03-26 17:50:00";272;200;310;169;276;376;216;211;87;50
"2019-03-26 18:00:00";197;121;291;196;255;359;176;197;34;66
"2019-03-26 18:10:00";111;99;262;155;277;470;158;204;37;54
"2019-03-26 18:20:00";260;207;243;160;209;399;184;156;43;74
"2019-03-26 18:30:00";293;277;248;180;146;295;164;92;125;71
"2019-03-26 18:40:00";307;185;248;201;230;387;193;135;97;58
"2019-03-26 18:50:00";244;133;272;188;256;309;160;151;84;52
"2019-03-26 19:00:00";209;111;263;208;279;369;200;183;119;40
"2019-03-26 19:10:00";221;159;266;259;287;326;214;203;164;53
"2019-03-26 19:20:00";192;163;250;220;265;278;164;256;140;68
"2019-03-26 19:30:00";263;280;291;250;193;308;179;231;170;140
"2019-03-26 19:40:00";273;258;312;217;220;265;182;317;137;116
"2019-03-26 19:50:00";254;282;308;189;184;273;170;228;125;126
"2019-03-26 20:00:00";295;315;279;218;143;268;164;221;138;100
"2019-03-26 20:10:00";228;222;289;195;151;230;172;199;133;122
"2019-03-26 20:20:00";197;197;211;141;131;237;159;170;123;91
"2019-03-26 20:30:00";194;169;193;137;115;216;141;163;115;79
"2019-03-26 20:40:00";204;195;211;166;111;257;161;193;121;91
"2019-03-26 20:50:00";210;157;186;130;101;216;119;164;82;62
"2019-03-26 21:00:00";182;161;177;128;100;224;134;175;102;75
"2019-03-26 21:10:00";208;182;161;128;89;192;99;144;95;63
"2019-03-26 21:20:00";201;174;170;130;73;160;100;137;85;80
"2019-03-26 21:30:00";173;158;197;109;91;168;108;141;96;69
"2019-03-26 21:40:00";163;166;163;124;73;188;75;133;73;37
"2019-03-26 21:50:00";150;153;160;127;77;176;96;125;89;62
"2019-03-26 22:00:00";152;111;132;94;93;131;90;132;77;44
"2019-03-26 22:10:00";139;167;171;88;84;149;80;116;64;60
"2019-03-26 22:20:00";112;114;170;102;74;156;72;95;48;55
"2019-03-26 22:30:00";149;122;143;113;72;147;65;103;71;57
"2019-03-26 22:40:00";115;85;115;75;69;114;96;113;79;52
"2019-03-26 22:50:00";122;102;102;74;45;125;45;63;27;29
"2019-03-26 23:00:00";113;95;89;70;65;183;74;81;66;43
"2019-03-26 23:10:00";73;72;72;54;42;105;46;48;47;34
"2019-03-26 23:20:00";100;106;88;51;52;134;65;48;47;59
"2019-03-26 23:30:00";69;62;64;30;35;73;33;35;17;14
"2019-03-26 23:40:00";87;79;75;53;40;92;68;42;43;30
"2019-03-26 23:50:00";59;50;62;44;28;75;37;33;22;3
"2019-03-27 00:00:00";87;85;77;54;46;96;55;65;41;9
"2019-03-27 00:10:00";49;54;57;38;27;52;35;37;16;11
"2019-03-27 00:20:00";75;44;46;48;31;83;48;62;36;16
"2019-03-27 00:30:00";26;16;29;37;33;96;43;45;33;13
"2019-03-27 00:40:00";44;33;25;25;25;113;17;37;11;9
"2019-03-27 00:50:00";33;32;22;31;14;58;23;31;22;15
"2019-03-27 01:00:00";35;26;41;35;21;44;27;35;18;9
"2019-03-27 01:10:00";44;34;29;24;29;47;39;44;15;12
"2019-03-27 01:20:00";34;30;15;32;15;36;29;24;15;6
"2019-03-27 01:30:00";33;17;9;12;8;49;26;13;13;5
"2019-03-27 01:40:00";40;36;11;17;2;20;12;10;5;5
"2019-03-27 01:50:00";10;14;7;8;8;26;9;12;7;8
"2019-03-27 02:00:00";24;30;16;23;8;39;23;9;10;13
"2019-03-27 02:10:00";22;21;26;12;6;34;10;10;6;14
"2019-03-27 02:20:00";31;27;15;15;9;21;16;15;8;13
"2019-03-27 02:30:00";20;18;10;9;6;24;13;12;9;15
"2019-03-27 02:40:00";5;6;15;10;12;34;21;16;10;12
"2019-03-27 02:50:00";21;16;5;2;4;8;9;7;6;6
"2019-03-27 03:00:00";3;0;2;2;1;12;0;5;2;2
"2019-03-27 03:10:00";7;6;7;12;3;21;12;6;8;3
"2019-03-27 03:20:00";7;14;5;2;2;15;6;2;6;3
"2019-03-27 03:30:00";11;2;11;10;5;24;4;5;4;4
"2019-03-27 03:40:00";5;6;7;6;4;17;3;8;1;6
"2019-03-27 03:50:00";5;4;8;7;5;23;14;3;6;4
"2019-03-27 04:00:00";6;2;7;3;1;13;3;2;1;1
"2019-03-27 04:10:00";9;3;11;3;7;14;3;11;4;4
"2019-03-27 04:20:00";13;12;11;9;4;36;2;9;4;9
"2019-03-27 04:30:00";10;9;10;4;5;32;8;13;10;7
"2019-03-27 04:40:00";15;23;13;9;7;51;18;14;5;7
"2019-03-27 04:50:00";10;10;9;9;14;56;8;5;10;8
"2019-03-27 05:00:00";18;20;12;8;2;42;10;5;5;3
"2019-03-27 05:10:00";16;7;11;8;4;79;15;7;7;1
"2019-03-27 05:20:00";25;19;28;23;8;105;36;21;15;4
"2019-03-27 05:30:00";25;21;27;27;17;119;20;28;19;10
"2019-03-27 05:40:00";51;23;37;37;18;182;25;19;13;6
"2019-03-27 05:50:00";64;44;37;40;29;190;37;35;27;14
"2019-03-27 06:00:00";54;56;48;52;27;184;51;33;27;9
"2019-03-27 06:10:00";70;61;70;66;35;204;55;44;29;16
"2019-03-27 06:20:00";82;60;62;72;32;196;79;49;53;24
"2019-03-27 06:30:00";119;118;69;73;38;268;91;41;45;15
"2019-03-27 06:40:00";200;214;146;134;61;306;84;84;52;46
"2019-03-27 06:50:00";214;183;125;109;39;334;87;73;56;50
"2019-03-27 07:00:00";204;190;146;126;59;299;136;80;71;58
"2019-03-27 07:10:00";245;201;167;151;73;391;163;129;105;74
"2019-03-27 07:20:00";246;299;289;226;144;493;255;229;167;144
"2019-03-27 07:30:00";290;333;321;219;131;446;242;227;134;101
"2019-03-27 07:40:00";444;478;466;357;184;612;378;311;236;193
"2019-03-27 07:50:00";357;373;430;341;259;651;343;317;182;93
"2019-03-27 08:00:00";419;343;365;397;267;515;339;293;222;91
"2019-03-27 08:10:00";415;390;345;387;145;634;328;166;171;59
"2019-03-27 08:20:00";407;371;266;301;88;615;295;149;172;71
"2019-03-27 08:30:00";444;312;170;302;56;517;278;101;173;14
"2019-03-27 08:40:00";449;323;205;283;92;344;261;165;163;34
"2019-03-27 08:50:00";421;321;198;255;95;271;190;139;124;35
"2019-03-27 09:00:00";329;245;178;158;73;397;163;108;90;15
"2019-03-27 09:10:00";235;146;122;105;52;326;138;98;73;13
"2019-03-27 09:20:00";230;157;165;147;109;353;262;162;168;21
"2019-03-27 09:30:00";234;158;178;219;119;448;247;166;134;32
"2019-03-27 09:40:00";193;132;137;154;107;494;225;117;138;27
"2019-03-27 09:50:00";329;290;179;223;92;509;237;134;153;22
"2019-03-27 10:00:00";301;314;156;220;46;489;214;105;124;21
"2019-03-27 10:10:00";236;229;129;159;37;396;153;90;127;16
"2019-03-27 10:20:00";225;198;132;191;85;393;167;124;113;18
"2019-03-27 10:30:00";219;167;159;207;103;466;227;152;157;18
"2019-03-27 10:40:00";191;135;144;182;131;443;170;140;130;7
"2019-03-27 10:50:00";217;147;186;140;146;527;206;232;181;15
"2019-03-27 11:00:00";234;138;193;239;168;485;229;183;134;12
"2019-03-27 11:10:00";259;202;166;211;142;287;219;197;176;16
"2019-03-27 11:20:00";262;163;166;128;168;268;264;223;207;38
"2019-03-27 11:30:00";331;269;230;102;113;333;245;132;158;57
"2019-03-27 11:40:00";447;364;237;83;84;319;328;103;276;96
"2019-03-27 11:50:00";436;419;269;129;127;258;332;191;276;78
"2019-03-27 12:00:00";463;422;190;139;145;241;233;208;198;78
"2019-03-27 12:10:00";389;324;203;102;111;316;276;143;193;138
"2019-03-27 12:20:00";432;319;212;117;97;443;280;114;202;114
"2019-03-27 12:30:00";329;234;221;104;135;501;295;139;206;120
"2019-03-27 12:40:00";323;220;197;120;104;580;277;139;147;128
"2019-03-27 12:50:00";224;147;204;108;127;545;255;188;183;100
"2019-03-27 13:00:00";205;149;180;104;141;582;284;191;245;174
"2019-03-27 13:10:00";188;95;153;94;118;548;241;139;155;90
"2019-03-27 13:20:00";233;121;102;86;34;517;173;52;104;56
"2019-03-27 13:30:00";282;187;150;85;88;565;211;95;111;71
"2019-03-27 13:40:00";364;364;167;101;107;438;238;154;144;104
"2019-03-27 13:50:00";401;348;256;127;128;381;270;194;154;131
"2019-03-27 14:00:00";398;333;201;169;129;397;262;164;162;107
"2019-03-27 14:10:00";387;335;228;201;172;451;217;195;166;51
"2019-03-27 14:20:00";352;259;219;193;124;434;253;165;149;64
"2019-03-27 14:30:00";258;170;199;178;191;512;227;194;140;84
"2019-03-27 14:40:00";217;124;187;150;262;618;246;271;112;32
"2019-03-27 14:50:00";231;109;236;151;240;584;302;291;171;41
"2019-03-27 15:00:00";334;312;196;127;117;622;241;165;112;68
"2019-03-27 15:10:00";363;366;241;192;137;704;289;176;121;88
"2019-03-27 15:20:00";297;266;156;143;143;644;228;187;108;73
"2019-03-27 15:30:00";303;214;203;197;154;660;278;181;131;78
"2019-03-27 15:40:00";288;244;163;206;204;574;260;204;112;93
"2019-03-27 15:50:00";242;175;172;200;255;481;204;265;103;49
"2019-03-27 16:00:00";272;204;212;189;272;563;189;263;97;66
"2019-03-27 16:10:00";302;208;210;263;310;478;263;328;99;108
"2019-03-27 16:20:00";398;283;223;247;371;304;299;351;130;107
"2019-03-27 16:30:00";262;229;296;288;374;352;254;325;128;64
"2019-03-27 16:40:00";544;428;291;402;374;412;330;375;131;113
"2019-03-27 16:50:00";502;438;213;281;253;384;260;225;133;152
"2019-03-27 17:00:00";592;528;282;356;374;336;239;296;107;89
"2019-03-27 17:10:00";569;498;355;397;394;353;242;299;122;148
"2019-03-27 17:20:00";464;380;309;408;433;412;242;345;130;94
"2019-03-27 17:30:00";483;390;237;366;376;515;260;248;162;59
"2019-03-27 17:40:00";332;305;228;270;314;515;237;239;128;44
"2019-03-27 17:50:00";211;177;220;228;309;533;200;223;105;27
"2019-03-27 18:00:00";174;139;207;223;258;493;189;241;167;83
"2019-03-27 18:10:00";142;91;209;218;222;426;157;215;106;27
"2019-03-27 18:20:00";186;93;196;233;234;435;157;233;127;44
"2019-03-27 18:30:00";246;155;234;216;130;343;158;148;98;57
"2019-03-27 18:40:00";269;143;220;213;164;424;137;151;101;22
"2019-03-27 18:50:00";248;211;237;189;167;333;155;132;105;29
"2019-03-27 19:00:00";265;186;271;262;246;398;161;206;95;45
"2019-03-27 19:10:00";270;181;268;263;313;408;210;286;158;35
"2019-03-27 19:20:00";276;279;254;248;252;381;223;341;187;96
"2019-03-27 19:30:00";303;263;297;264;267;339;275;317;210;122
"2019-03-27 19:40:00";284;237;233;216;246;369;218;212;250;107
"2019-03-27 19:50:00";221;180;256;172;232;320;176;180;173;85
"2019-03-27 20:00:00";299;261;307;230;229;336;233;292;201;129
"2019-03-27 20:10:00";258;284;282;194;164;324;229;227;130;110
"2019-03-27 20:20:00";281;239;221;173;126;244;141;176;105;105
"2019-03-27 20:30:00";268;245;245;161;138;210;170;184;95;63
"2019-03-27 20:40:00";275;263;273;172;131;223;168;194;89;73
"2019-03-27 20:50:00";176;144;182;161;132;302;213;147;98;38
"2019-03-27 21:00:00";224;169;183;149;85;234;143;141;79;59
"2019-03-27 21:10:00";224;170;240;138;129;256;148;174;100;54
"2019-03-27 21:20:00";125;87;151;124;130;163;162;138;70;18
"2019-03-27 21:30:00";216;210;187;156;102;251;168;154;101;68
"2019-03-27 21:40:00";197;193;158;121;76;204;122;117;89;62
"2019-03-27 21:50:00";177;192;210;131;90;204;133;119;95;65
"2019-03-27 22:00:00";174;176;197;133;66;189;98;116;81;47
"2019-03-27 22:10:00";120;145;164;107;57;185;95;92;67;61
"2019-03-27 22:20:00";155;132;130;115;65;163;94;91;63;42
"2019-03-27 22:30:00";121;128;109;88;56;151;91;73;51;31
"2019-03-27 22:40:00";124;99;98;89;44;152;78;68;54;46
"2019-03-27 22:50:00";50;65;79;59;57;121;89;71;49;53
"2019-03-27 23:00:00";73;88;106;56;54;176;100;71;57;42
"2019-03-27 23:10:00";103;126;110;68;47;134;90;70;55;43
"2019-03-27 23:20:00";69;59;74;70;37;129;97;46;38;18
"2019-03-27 23:30:00";56;62;67;40;28;84;48;21;11;8
"2019-03-27 23:40:00";47;55;37;46;19;97;59;13;26;11
"2019-03-27 23:50:00";55;36;45;39;18;71;53;19;15;6
"2019-03-28 00:00:00";81;85;62;68;37;79;84;32;29;11
"2019-03-28 00:10:00";64;91;46;49;29;68;38;24;16;2
"2019-03-28 00:20:00";55;57;46;33;30;51;37;27;11;4
"2019-03-28 00:30:00";33;42;31;38;32;83;56;40;37;15
"2019-03-28 00:40:00";56;44;52;43;42;121;58;45;37;14
"2019-03-28 00:50:00";33;24;53;39;19;75;37;24;20;9
"2019-03-28 01:00:00";21;22;33;20;17;81;25;21;24;10
"2019-03-28 01:10:00";42;50;17;15;11;39;12;13;12;8
"2019-03-28 01:20:00";32;27;29;33;13;39;16;9;11;9
"2019-03-28 01:30:00";28;32;28;15;5;51;18;4;5;8
"2019-03-28 01:40:00";21;15;14;17;13;35;4;13;5;2
"2019-03-28 01:50:00";19;41;10;11;8;37;22;13;6;5
"2019-03-28 02:00:00";12;3;18;15;10;20;13;14;9;7
"2019-03-28 02:10:00";16;17;18;13;7;19;9;4;5;7
"2019-03-28 02:20:00";16;9;11;11;8;31;17;17;10;8
"2019-03-28 02:30:00";27;25;26;22;15;29;22;14;12;15
"2019-03-28 02:40:00";10;11;11;20;9;22;10;11;3;5
"2019-03-28 02:50:00";16;18;5;6;8;27;11;10;9;2
"2019-03-28 03:00:00";24;25;12;16;5;13;7;6;5;0
"2019-03-28 03:10:00";17;26;17;15;12;16;9;10;7;7
"2019-03-28 03:20:00";10;17;6;7;6;18;6;8;5;5
"2019-03-28 03:30:00";12;9;11;12;4;17;8;4;3;2
"2019-03-28 03:40:00";6;5;7;4;7;16;5;4;2;1
"2019-03-28 03:50:00";4;5;4;1;6;19;11;7;0;1
"2019-03-28 04:00:00";14;5;5;13;1;30;4;4;6;1
"2019-03-28 04:10:00";9;12;11;10;7;31;12;10;8;7
"2019-03-28 04:20:00";3;3;6;11;1;17;4;1;5;3
"2019-03-28 04:30:00";12;6;8;8;12;24;10;11;8;6
"2019-03-28 04:40:00";21;18;19;11;15;57;17;16;9;6
"2019-03-28 04:50:00";14;20;23;25;9;37;27;9;14;2
"2019-03-28 05:00:00";18;22;16;11;2;49;15;1;5;2
"2019-03-28 05:10:00";13;12;11;9;5;50;19;6;13;6
"2019-03-28 05:20:00";29;25;21;24;16;66;27;12;14;6
"2019-03-28 05:30:00";37;25;30;24;6;84;18;13;11;4
"2019-03-28 05:40:00";42;54;33;27;20;187;37;17;14;8
"2019-03-28 05:50:00";53;52;25;40;43;193;32;33;19;11
"2019-03-28 06:00:00";65;68;49;47;34;175;49;41;38;17
"2019-03-28 06:10:00";55;51;60;64;28;185;46;32;26;14
"2019-03-28 06:20:00";66;49;63;81;41;201;57;51;38;20
"2019-03-28 06:30:00";99;119;75;63;30;251;81;47;56;23
"2019-03-28 06:40:00";163;152;95;82;44;333;84;60;57;31
"2019-03-28 06:50:00";208;191;155;131;94;293;121;128;107;60
"2019-03-28 07:00:00";199;167;136;127;58;298;105;90;72;47
"2019-03-28 07:10:00";231;214;172;151;70;385;133;133;129;110
"2019-03-28 07:20:00";251;294;219;197;93;437;197;138;145;129
"2019-03-28 07:30:00";342;277;262;250;183;554;285;234;185;80
"2019-03-28 07:40:00";412;339;401;347;413;441;476;352;267;59
"2019-03-28 07:50:00";390;308;426;393;423;359;449;417;343;67
"2019-03-28 08:00:00";387;341;271;356;342;470;327;311;243;39
"2019-03-28 08:10:00";444;413;276;355;130;351;307;196;181;53
"2019-03-28 08:20:00";504;499;234;344;112;392;352;160;194;48
"2019-03-28 08:30:00";454;402;172;257;82;251;245;135;135;29
"2019-03-28 08:40:00";390;349;216;312;101;310;262;176;155;23
"2019-03-28 08:50:00";419;264;178;229;101;202;246;167;141;19
"2019-03-28 09:00:00";345;266;153;150;70;295;210;104;170;23
"2019-03-28 09:10:00";320;263;189;107;76;483;240;125;135;41
